NAME	ROLE	UTTERANCE	COMMENT	DIRECTED	keychild	gender	speaker
MOT	Mother	xxx poppet .	%com: to S	SAR	laura	F	mother
MOT	Mother	in you go .	%com: to S	SAR	laura	F	mother
SAR	Sarah  Sister	alright .		MOT	laura	F	sibling
CHI	Laura Target_Child	me see big snake .		MOT	laura	F	Target_Child
MOT	Mother	come and have your nose done .	%com: to L	CHI	laura	F	mother
CHI	Laura Target_Child	me see big snake .		MOT	laura	F	Target_Child
MOT	Mother	come in .		CHI	laura	F	mother
MOT	Mother	and I'll get the tissues (4.) .	%com: to L	CHI	laura	F	mother
SAR	Sarah  Sister	0 [=! sings] .	%com: they go indoors	NA	laura	F	sibling
CHI	Laura Target_Child	me fall down bike (2.) .		MOT	laura	F	Target_Child
SAR	Sarah  Sister	she fall off her bike (1.) .		MOT	laura	F	sibling
SAR	Sarah  Sister	Mum .		MOT	laura	F	sibling
SAR	Sarah  Sister	she falled off her bike (3.) .		MOT	laura	F	sibling
SAR	Sarah  Sister	xxx (4.) .		NA	laura	F	sibling
MOT	Mother	xxx come in to me .	%com: m comes from kitchen	CHI	laura	F	mother
MOT	Mother	there .	%com: to L	CHI	laura	F	mother
MOT	Mother	rub it in (3.) .	%com: l stops crying	CHI	laura	F	mother
MOT	Mother	oh dear .		CHI	laura	F	mother
MOT	Mother	I think you're tired (2.) .		CHI	laura	F	mother
MOT	Mother	are you tired ?		CHI	laura	F	mother
CHI	Laura Target_Child	yeh .		MOT	laura	F	Target_Child
MOT	Mother	tired ?		CHI	laura	F	mother
CHI	Laura Target_Child	no (52.) .	%com: l lies on the settee and sucks her thumb	MOT	laura	F	Target_Child
MOT	Mother	Laura .		CHI	laura	F	mother
MOT	Mother	bring that bike in (11.) .		CHI	laura	F	mother
CHI	Laura Target_Child	with a bum bum bum (3.) .		?	laura	F	Target_Child
CHI	Laura Target_Child	bicycle (4.) .		?	laura	F	Target_Child
CHI	Laura Target_Child	me go out there (17.) .		?	laura	F	Target_Child
CHI	Laura Target_Child	do do .		?	laura	F	Target_Child
SAR	Sarah  Sister	Laura .		CHI	laura	F	sibling
SAR	Sarah  Sister	shall we move that bike (1.) ?		CHI	laura	F	sibling
CHI	Laura Target_Child	no (2.) .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	know what (1.) ?		CHI	laura	F	sibling
CHI	Laura Target_Child	no (7.) .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	yeh .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	if you like .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	look (10.) .		?	laura	F	Target_Child
SAR	Sarah  Sister	can I play +...		MOT	laura	F	sibling
SAR	Sarah  Sister	play nurse fits [= outfit] now Mummy ?		MOT	laura	F	sibling
MOT	Mother	&-um [= yes] (2.) .		SAR	laura	F	mother
SAR	Sarah  Sister	yeh ?		MOT	laura	F	sibling
MOT	Mother	&-um (3.) .		SAR	laura	F	mother
SAR	Sarah  Sister	go get them on me (2.) .		MOT	laura	F	sibling
SAR	Sarah  Sister	xxx them (2.) .	%com: s gives the clothes to M	MOT	laura	F	sibling
SAR	Sarah  Sister	ah .		MOT	laura	F	sibling
SAR	Sarah  Sister	no put that [!] on me first .	%com: m helps S to put on the nurse's outfit	MOT	laura	F	sibling
SAR	Sarah  Sister	no put that on me first (4.) .		MOT	laura	F	sibling
SAR	Sarah  Sister	0 [=! sings] .		NA	laura	F	sibling
SAR	Sarah  Sister	no .		MOT	laura	F	sibling
SAR	Sarah  Sister	undo it (1.) .		MOT	laura	F	sibling
SAR	Sarah  Sister	undo it (13.) .		MOT	laura	F	sibling
SAR	Sarah  Sister	no .		MOT	laura	F	sibling
SAR	Sarah  Sister	too tight .		MOT	laura	F	sibling
MOT	Mother	it is [!] tight [= it is meant to be tight] .		SAR	laura	F	mother
SAR	Sarah  Sister	it ain't .		MOT	laura	F	sibling
MOT	Mother	it's what (10.) ?	%com: l drinks noisily	MOT	laura	F	mother
SAR	Sarah  Sister	xxx (2.) .		NA	laura	F	sibling
SAR	Sarah  Sister	come on then .		?	laura	F	sibling
SAR	Sarah  Sister	xxx (1.) .		NA	laura	F	sibling
MOT	Mother	don't want that on ?		SAR	laura	F	mother
SAR	Sarah  Sister	yeh .		MOT	laura	F	sibling
MOT	Mother	you don't want that [!] on ?		SAR	laura	F	mother
SAR	Sarah  Sister	yeh .		MOT	laura	F	sibling
MOT	Mother	put that on first [!] then (7.) .		SAR	laura	F	mother
SAR	Sarah  Sister	oh (1.) .		MOT	laura	F	sibling
SAR	Sarah  Sister	&-uh &-uh .	%com: s struggles to get the clothes on	MOT	laura	F	sibling
SAR	Sarah  Sister	&-uh .		MOT	laura	F	sibling
SAR	Sarah  Sister	now tie it up .		MOT	laura	F	sibling
SAR	Sarah  Sister	here (3.) .		MOT	laura	F	sibling
SAR	Sarah  Sister	Mum .		MOT	laura	F	sibling
SAR	Sarah  Sister	do it in a button .		MOT	laura	F	sibling
CHI	Laura Target_Child	Sarah .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	doctor .		?	laura	F	Target_Child
CHI	Laura Target_Child	doctor .		?	laura	F	Target_Child
CHI	Laura Target_Child	doctor [>] .		?	laura	F	Target_Child
SAR	Sarah  Sister	< xxx > [<] (1.) .		NA	laura	F	sibling
SAR	Sarah  Sister	no one is doctor (2.) .		CHI	laura	F	sibling
CHI	Laura Target_Child	<doctor > [>] .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	< xxx > [<] (1.) .		NA	laura	F	sibling
CHI	Laura Target_Child	doctors .		SELF	laura	F	Target_Child
CHI	Laura Target_Child	doctors (3.) .		SELF	laura	F	Target_Child
CHI	Laura Target_Child	Sarah is dead (2.) .		SELF	laura	F	Target_Child
CHI	Laura Target_Child	doctors (2.) .		SELF	laura	F	Target_Child
CHI	Laura Target_Child	you go hospital (3.) .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	come on (2.) .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	go hospital .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	oh I'll be the hospital (1.) .		CHI	laura	F	sibling
CHI	Laura Target_Child	&hos a hospital .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	hospital (2.) .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	hospitals (1.) .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	this place .	%com: l designates a place for a hospital	SAR	laura	F	Target_Child
CHI	Laura Target_Child	oh (1.) .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	yyy here (1.) .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	there (3.) .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	yyy [= hospital] (3.) .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	Sarah (2.) .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	the hospit(al) [@] (1.) yyy &tal (2.) .	%com: gets stuck with saying hospital	SAR	laura	F	Target_Child
CHI	Laura Target_Child	did you (2.) .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	the hospital .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	the hospital .	%com: l practices the word hospital	SAR	laura	F	Target_Child
CHI	Laura Target_Child	the hospital (1.) .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	the hospital the hospital the hospital (5.) yyy (2.) yyy (3.) .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	me hospital .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	me hospital (5.) .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	hospital .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	everybody got_to be quiet (3.) .	%com: playing with musical box	CHI	laura	F	sibling
CHI	Laura Target_Child	<o:h > [>] +...		SAR	laura	F	Target_Child
SAR	Sarah  Sister	and [<] you got_to take your shoes off .		CHI	laura	F	sibling
CHI	Laura Target_Child	&mm .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	hey .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	I want take both shoes off .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	take both shoes off .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	yeh ?		SAR	laura	F	Target_Child
SAR	Sarah  Sister	xxx shoes off (2.) .		CHI	laura	F	sibling
SAR	Sarah  Sister	not shoes and socks (2.) .		CHI	laura	F	sibling
SAR	Sarah  Sister	not your socks okay ?		CHI	laura	F	sibling
CHI	Laura Target_Child	let me have it .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	quiet (3.) .		CHI	laura	F	sibling
CHI	Laura Target_Child	want that medicine .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	xxx shoes .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	like it [= would you like it] ?		CHI	laura	F	sibling
CHI	Laura Target_Child	yeh .		SAR	laura	F	Target_Child
KEL	Kelly  Child	yeh (5.) .	%com: could be Karen	SAR	laura	F	peer
UNK	Unidentified	xxx (1.) .		NA	laura	F	NA
CHI	Laura Target_Child	want that dolly (1.) ?		KAR	laura	F	Target_Child
CHI	Laura Target_Child	do you ?	%com: karen is a bit shy	KAR	laura	F	Target_Child
CHI	Laura Target_Child	come on (3.) .		KAR	laura	F	Target_Child
SAR	Sarah  Sister	having fun xxx [>] .		?	laura	F	sibling
CHI	Laura Target_Child	<come on> [<] Karen (1.) .		KAR	laura	F	Target_Child
CHI	Laura Target_Child	Karen (1.) .		KAR	laura	F	Target_Child
SAR	Sarah  Sister	no she's staying there on her own .		CHI	laura	F	sibling
SAR	Sarah  Sister	move over then (4.) .		CHI	laura	F	sibling
SAR	Sarah  Sister	you alright (4.) ?		?	laura	F	sibling
CHI	Laura Target_Child	no I won't go .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	rub dub dub (3.) .	%com: ? washing hands	?	laura	F	Target_Child
CHI	Laura Target_Child	xxx lie down now .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	xxx (15.) .		NA	laura	F	Target_Child
SAR	Sarah  Sister	alright .		CHI	laura	F	sibling
SAR	Sarah  Sister	xxx (1.) .		NA	laura	F	sibling
CHI	Laura Target_Child	yes (1.) .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	shall we xxx ?		CHI	laura	F	sibling
CHI	Laura Target_Child	yeh .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	xxx .		NA	laura	F	sibling
CHI	Laura Target_Child	hospital (8.) .	%com: l and S lying on sofa	SAR	laura	F	Target_Child
CHI	Laura Target_Child	right (40.) .	%com: doorbell rings M talks at door	SAR	laura	F	Target_Child
CHI	Laura Target_Child	I do want tea .		MOT	laura	F	Target_Child
MOT	Mother	yeh .		CHI	laura	F	mother
MOT	Mother	they'll have one (4.) .	%com: children shriek	CHI	laura	F	mother
CHI	Laura Target_Child	Kelly (1.) .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	Kelly (2.) .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	Kelly has a bottle (40.) .	%com: children move to lounge All children talking indistinguishable	KEL	laura	F	Target_Child
CHI	Laura Target_Child	you got (1.) new cars (3.) .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	Lee .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	you got new cars (2.) .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	he got lots (6.) .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	Kelly (11.) .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	Lee .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	let go .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	let go (3.) .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	let's go after her .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	let me have it (33.) .	%com: shouting and car noises	KEL	laura	F	Target_Child
CHI	Laura Target_Child	Lee .		KEL	laura	F	Target_Child
UNK	Unidentified	no running around .	%com: activity unknown	CHI	laura	F	NA
CHI	Laura Target_Child	no (2.) .		MOT	laura	F	Target_Child
UNK	Unidentified	well .		?	laura	F	NA
UNK	Unidentified	come on .		?	laura	F	NA
UNK	Unidentified	let her go (7.) .	%com: general shouting	?	laura	F	NA
CHI	Laura Target_Child	let's play doctors (3.) .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	Lee .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	Lee .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	let's play doctors (55.) .	%com: a lot of shrieking and screeching	KEL	laura	F	Target_Child
SAR	Sarah  Sister	my Mummy at the door (8.) .	%com: she isn't Laughter and screeching	?	laura	F	sibling
UNK	Unidentified	who d(o) you xxx that off (7.) ?		?	laura	F	NA
CHI	Laura Target_Child	three pork pies (3.) .		?	laura	F	Target_Child
UNK	Unidentified	0 [=! noise] .		NA	laura	F	NA
CHI	Laura Target_Child	who taked that off ?		O	laura	F	Target_Child
UNK	Unidentified	who done that ?		?	laura	F	NA
MOT	Mother	go and play then .		CHI	laura	F	mother
MOT	Mother	did you see Lee and Dale's cars ?		CHI	laura	F	mother
MOT	Mother	I see-ed [: saw] some beautiful little cars in the kitchen .	%com: m tries to get L and S out with other children in the kitchen	CHI	laura	F	mother
MOT	Mother	when I went out there just now .		CHI	laura	F	mother
CHI	Laura Target_Child	when (15.) ?	%com: adults discuss toys	MOT	laura	F	Target_Child
MOT	Mother	get out that drawer .	%com: s is ferreting for old birthday cards	CHI	laura	F	mother
MOT	Mother	get <out that drawer > [>] .		CHI	laura	F	mother
SAR	Sarah  Sister	<I want to show them > [<] +...		MOT	laura	F	sibling
MOT	Mother	get out !		SAR	laura	F	mother
SAR	Sarah  Sister	(.) all my cards .		MOT	laura	F	sibling
MOT	Mother	no .		SAR	laura	F	mother
MOT	Mother	now don't go in that drawer again (3.) . .		SAR	laura	F	mother
CHI	Laura Target_Child	Mummie (10.) .		MOT	laura	F	Target_Child
MOT	Mother	you been good girls ?	%com: m has been out earlier	CHI	laura	F	mother
MOT	Mother	there's a nice little dress you've got on .	%com: adults discuss girls clothes	CHI	laura	F	mother
UNK	Unidentified	xxx .		NA	laura	F	NA
MOT	Mother	pardon ?		CHI	laura	F	mother
CHI	Laura Target_Child	I don't want no more (3.) .	%com: children have had drinks	CHI	laura	F	Target_Child
SAR	Sarah  Sister	not drinking any more (2.) .		MOT	laura	F	sibling
CHI	Laura Target_Child	go little bit slow now .		?	laura	F	Target_Child
CHI	Laura Target_Child	some little bit's come off me (26.) .	%com: s talks to M about friend's house	?	laura	F	Target_Child
CHI	Laura Target_Child	ready (2.) ?		?	laura	F	Target_Child
CHI	Laura Target_Child	ready .	%com: l may be playing with baby Kelly	?	laura	F	Target_Child
CHI	Laura Target_Child	ready ?		?	laura	F	Target_Child
CHI	Laura Target_Child	donkey ?		?	laura	F	Target_Child
CHI	Laura Target_Child	&a:h donkey (2.) .		?	laura	F	Target_Child
CHI	Laura Target_Child	a donkey donkey (20.) .	%com: s continues talking to M	?	laura	F	Target_Child
CHI	Laura Target_Child	I go xxx (6.) .		?	laura	F	Target_Child
SAR	Sarah  Sister	Mum ?		MOT	laura	F	sibling
SAR	Sarah  Sister	what's the little boy's name ?		MOT	laura	F	sibling
CHI	Laura Target_Child	Marcus .	%com: correct	SAR	laura	F	Target_Child
CHI	Laura Target_Child	Marcus .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	make him go (3.) .	%com: another child is making car noises	O	laura	F	Target_Child
CHI	Laura Target_Child	I will help (33.) .	%com: adults talk	O	laura	F	Target_Child
CHI	Laura Target_Child	I'm making it (4.) .		O	laura	F	Target_Child
CHI	Laura Target_Child	xxx (3.) .		O	laura	F	Target_Child
CHI	Laura Target_Child	better mind out (7.) .		O	laura	F	Target_Child
CHI	Laura Target_Child	three (2.) .		O	laura	F	Target_Child
CHI	Laura Target_Child	do it there .		O	laura	F	Target_Child
CHI	Laura Target_Child	look there (3.) .		O	laura	F	Target_Child
CHI	Laura Target_Child	he's laid down (2.) .		O	laura	F	Target_Child
CHI	Laura Target_Child	lie down in bed (6.) .		O	laura	F	Target_Child
CHI	Laura Target_Child	he got (2.) .		O	laura	F	Target_Child
CHI	Laura Target_Child	shirt on .		O	laura	F	Target_Child
MOT	Mother	alright ?	%com: general shouting	?	laura	F	mother
CHI	Laura Target_Child	Mummie .		MOT	laura	F	Target_Child
CHI	Laura Target_Child	I want some milk (20.) .	%com: general talking . One child bumps arm and cries Reason unknown	MOT	laura	F	Target_Child
CHI	Laura Target_Child	I want xxx (10.) .	%com: adults discuss children . Crying continues	MOT	laura	F	Target_Child
CHI	Laura Target_Child	lucky .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	my cat [!] (3.) .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	ow .		CHI	laura	F	sibling
CHI	Laura Target_Child	I've been wee .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	ow (2.) .		CHI	laura	F	sibling
CHI	Laura Target_Child	I've been wee .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	ow ow .	%com: possibly S playing with cat	CHI	laura	F	sibling
SAR	Sarah  Sister	he could lick +...		CHI	laura	F	sibling
SAR	Sarah  Sister	he couldn't lick me (2.) .		CHI	laura	F	sibling
SAR	Sarah  Sister	0 [=! laughing] .		NA	laura	F	sibling
SAR	Sarah  Sister	he couldn't lick us (17.) .	%com: general laughter	CHI	laura	F	sibling
MOT	Mother	listen .		CHI	laura	F	mother
MOT	Mother	listen .		CHI	laura	F	mother
MOT	Mother	the baby's asleep (24.) .	%com: children continue to shriek	CHI	laura	F	mother
CHI	Laura Target_Child	get back (12.) .	%com: adults talk in kitchen	O	laura	F	Target_Child
CHI	Laura Target_Child	come [!] back !	%com: other children have gone off	O	laura	F	Target_Child
CHI	Laura Target_Child	yyy (3.) .		NA	laura	F	Target_Child
UNK	Unidentified	Laura .		CHI	laura	F	NA
UNK	Unidentified	lie down xxx .	%com: children talking together	CHI	laura	F	NA
SAR	Sarah  Sister	Laura .		CHI	laura	F	sibling
SAR	Sarah  Sister	yyy this throughout (1:15.) .	%com: general indistinguishable	CHI	laura	F	sibling
CHI	Laura Target_Child	Mummie .		MOT	laura	F	Target_Child
CHI	Laura Target_Child	xxx .		NA	laura	F	Target_Child
CHI	Laura Target_Child	no .		?	laura	F	Target_Child
CHI	Laura Target_Child	we're not xxx .	%com: m and A in lounge talking	?	laura	F	Target_Child
CHI	Laura Target_Child	no we haven't got no strawberries . .		?	laura	F	Target_Child
CHI	Laura Target_Child	have we Dale ?		DAL	laura	F	Target_Child
DAL	Dale  Child	no (9.) .		CHI	laura	F	peer
CHI	Laura Target_Child	my Mummy hasn't got any strawberries (3.) .		?	laura	F	Target_Child
UNK	Unidentified	buy her strawberries xxx .		CHI	laura	F	NA
UNK	Unidentified	right ?		CHI	laura	F	NA
UNK	Unidentified	yeh .		CHI	laura	F	NA
LEE	Lee  Child	why (3.) ?		?	laura	F	peer
LEE	Lee  Child	why (2.) ?		?	laura	F	peer
UNK	Unidentified	xxx ?		NA	laura	F	NA
UNK	Unidentified	xxx (4.) .		NA	laura	F	NA
UNK	Unidentified	we have tea up our house .		?	laura	F	NA
UNK	Unidentified	didn't you ?		?	laura	F	NA
CHI	Laura Target_Child	<&mm &mm &mm &mm> [>] .	%com: l showing off has mouth full	O	laura	F	Target_Child
UNK	Unidentified	<we got kittens up our house> [<] .		?	laura	F	NA
UNK	Unidentified	we have .		?	laura	F	NA
UNK	Unidentified	you finished that mouthful too slow . .	%com: general noise	?	laura	F	NA
UNK	Unidentified	he got a lot in his mouth . .	%com: eating noises and shouting	?	laura	F	NA
CHI	Laura Target_Child	yyy .		NA	laura	F	Target_Child
UNK	Unidentified	that's traveling up I guess (19.) .	%com: general noise	?	laura	F	NA
CHI	Laura Target_Child	mind me .		O	laura	F	Target_Child
CHI	Laura Target_Child	my Daddy got xxx ice cream .		O	laura	F	Target_Child
UNK	Unidentified	lorry again (3.) .	%com: indistinghishable speech	?	laura	F	NA
UNK	Unidentified	these cars (3.) .	%com: m warns one of the children about standing on the grate	?	laura	F	NA
MOT	Mother	don't usually stand in the grate do you ?		?	laura	F	mother
CHI	Laura Target_Child	come on .		DAL	laura	F	Target_Child
CHI	Laura Target_Child	<dale > [>] .		DAL	laura	F	Target_Child
UNK	Unidentified	<I opened these> [<] [>] .		?	laura	F	NA
CHI	Laura Target_Child	<dale > [<] [>] .		DAL	laura	F	Target_Child
CHI	Laura Target_Child	<dale > [<] [>] .		DAL	laura	F	Target_Child
UNK	Unidentified	<I opened these> [<] .		?	laura	F	NA
CHI	Laura Target_Child	dale .		DAL	laura	F	Target_Child
CHI	Laura Target_Child	come on .		DAL	laura	F	Target_Child
SAR	Sarah  Sister	I opened these .		?	laura	F	sibling
CHI	Laura Target_Child	I just go wee Mummy .		MOT	laura	F	Target_Child
MOT	Mother	straight down mind .		CHI	laura	F	mother
CHI	Laura Target_Child	yeh (28.) (8.) .	%com: "In difficulties" noises	MOT	laura	F	Target_Child
CHI	Laura Target_Child	that's Dale's .		MOT	laura	F	Target_Child
MOT	Mother	yeh .		CHI	laura	F	mother
CHI	Laura Target_Child	xxx .	%com: adults talk . S tries to attract M's attention	NA	laura	F	Target_Child
CHI	Laura Target_Child	I want my pouffe (7.) .		?	laura	F	Target_Child
CHI	Laura Target_Child	I want my pouffe (2.) .		?	laura	F	Target_Child
CHI	Laura Target_Child	where's my pouffe ?		?	laura	F	Target_Child
CHI	Laura Target_Child	there's mine (2.) .		?	laura	F	Target_Child
CHI	Laura Target_Child	there's my pouffe .		?	laura	F	Target_Child
SAR	Sarah  Sister	happy birthday to you .	%com: s has old cards out	CHI	laura	F	sibling
CHI	Laura Target_Child	happy free (6.) .	%com: tries to imitate S	SAR	laura	F	Target_Child
SAR	Sarah  Sister	birth (1.) day (6.) .	%com: talk in background	CHI	laura	F	sibling
CHI	Laura Target_Child	here .	%com: jumbled conversation	SAR	laura	F	Target_Child
CHI	Laura Target_Child	yyy [= here] .		SAR	laura	F	Target_Child
UNK	Unidentified	a cake .		?	laura	F	NA
UNK	Unidentified	a cake .		?	laura	F	NA
MOT	Mother	who ?		CHI	laura	F	mother
CHI	Laura Target_Child	mine .		MOT	laura	F	Target_Child
MOT	Mother	xxx old podgy face .		CHI	laura	F	mother
CHI	Laura Target_Child	alright .		MOT	laura	F	Target_Child
SAR	Sarah  Sister	do you know what (.) ?		CHI	laura	F	sibling
SAR	Sarah  Sister	do you know what you done last night Laura ?		CHI	laura	F	sibling
CHI	Laura Target_Child	the drawer come out last night .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	come on let's go in the house now (2.) .		CHI	laura	F	sibling
SAR	Sarah  Sister	come on (2.) .		CHI	laura	F	sibling
SAR	Sarah  Sister	come on .		CHI	laura	F	sibling
SAR	Sarah  Sister	play football .	%com: l being chased	CHI	laura	F	sibling
CHI	Laura Target_Child	ow .		?	laura	F	Target_Child
CHI	Laura Target_Child	he pushed me (2.) .		?	laura	F	Target_Child
CHI	Laura Target_Child	xxx pushed me (9.) .	%com: adults talking	?	laura	F	Target_Child
CHI	Laura Target_Child	you dare push me (3.) .		?	laura	F	Target_Child
CHI	Laura Target_Child	Mum (2.) .		MOT	laura	F	Target_Child
CHI	Laura Target_Child	Mum .		MOT	laura	F	Target_Child
MOT	Mother	0 [=! N.R] .		NA	laura	F	mother
CHI	Laura Target_Child	Mum .		MOT	laura	F	Target_Child
CHI	Laura Target_Child	Mum .		MOT	laura	F	Target_Child
CHI	Laura Target_Child	Mum .		MOT	laura	F	Target_Child
CHI	Laura Target_Child	Mum (25.) .	%com: adults continue talking	MOT	laura	F	Target_Child
MOT	Mother	give Mummy them .	%com: l has knitting needles	CHI	laura	F	mother
MOT	Mother	give Mummy them (1.) please .		CHI	laura	F	mother
MOT	Mother	mummie .		CHI	laura	F	mother
MOT	Mother	ta .		CHI	laura	F	mother
CHI	Laura Target_Child	Mum look what I've found look (12.) .	%com: adults continue talking . Baby gurgles	MOT	laura	F	Target_Child
MOT	Mother	look .		CHI	laura	F	mother
MOT	Mother	go on over there and play xxx .	%com: children getting in the way of sewing	CHI	laura	F	mother
CHI	Laura Target_Child	look (3.) .		MOT	laura	F	Target_Child
MOT	Mother	here +...	%com: l finds button	?	laura	F	mother
MOT	Mother	where's that from (18.) ?	%com: conversation garbled	?	laura	F	mother
CHI	Laura Target_Child	yyy .		NA	laura	F	Target_Child
CHI	Laura Target_Child	want down (5.) .	%com: baby gurgles and screeches Imitates baby	MOT	laura	F	Target_Child
MOT	Mother	Sarah (1.) ?		SAR	laura	F	mother
MOT	Mother	go on out and play (3.) .		SAR	laura	F	mother
SAR	Sarah  Sister	go on out and play (1.) ?		MOT	laura	F	sibling
MOT	Mother	that's right .		SAR	laura	F	mother
SAR	Sarah  Sister	well it's raining (2.) .		MOT	laura	F	sibling
MOT	Mother	go out in the hall then (2.) .		SAR	laura	F	mother
CHI	Laura Target_Child	xxx (4.) .		NA	laura	F	Target_Child
CHI	Laura Target_Child	Kelly (2.) .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	Kelly (3.) .	%com: k screeches	KEL	laura	F	Target_Child
CHI	Laura Target_Child	milky bar (2.) .		?	laura	F	Target_Child
CHI	Laura Target_Child	a Peep_bo (2.) .	%com: l plays with K	KEL	laura	F	Target_Child
CHI	Laura Target_Child	a (1.) Peep_bo (2.) .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	a (1.) Peep_bo (2.) .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	a (1.) Peep_bo (2.) .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	a yyy [= own name] yyy (5.) .	%com: all shout "Peep_bo"	KEL	laura	F	Target_Child
CHI	Laura Target_Child	go on now .	%com: girls throw K's tinkly ball	KEL	laura	F	Target_Child
CHI	Laura Target_Child	pass it (3.) .		?	laura	F	Target_Child
CHI	Laura Target_Child	you'll catch it (12.) .		?	laura	F	Target_Child
KEL	Kelly  Child	0 [=! chuckles] .	%com: adults continue talking	NA	laura	F	peer
MOT	Mother	&-eh .		SAR	laura	F	mother
MOT	Mother	don't do that .		SAR	laura	F	mother
MOT	Mother	don't smack her (6.) .	%com: to S	SAR	laura	F	mother
KEL	Kelly  Child	0 [=! gurgles] .		NA	laura	F	peer
UNK	Unidentified	lemon (3.) for xxx .		?	laura	F	NA
UNK	Unidentified	xxx .		NA	laura	F	NA
MOT	Mother	what did you hit Laura for .		AUN	laura	F	mother
AUN	Aunt	(be)cause she cough .		MOT	laura	F	adult
KEL	Kelly  Child	0 [=! laughing] .	%com: general laughing and shouting	NA	laura	F	peer
CHI	Laura Target_Child	a Peep_bo .	%com: playing with baby	KEL	laura	F	Target_Child
CHI	Laura Target_Child	a Peep_bo .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	a peep (2.) .		KEL	laura	F	Target_Child
KEL	Kelly  Child	0 [=! chuckles] .		NA	laura	F	peer
CHI	Laura Target_Child	a Peep_bo .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	a Peep_bo .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	a Peep_bo (2.) .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	bo@b.		KEL	laura	F	Target_Child
KEL	Kelly  Child	0 [=! shrieks] .		NA	laura	F	peer
SAR	Sarah  Sister	a bo@b.		KEL	laura	F	sibling
KEL	Kelly  Child	0 [=! chuckles] .		NA	laura	F	peer
CHI	Laura Target_Child	Kelly .		KEL	laura	F	Target_Child
KEL	Kelly  Child	0 [=! shrieks and chuckles] .		NA	laura	F	peer
CHI	Laura Target_Child	sit there .		AUN	laura	F	Target_Child
AUN	Aunt	yeh alright .		A	laura	F	adult
AUN	Aunt	I don't mind coffee .		A	laura	F	adult
CHI	Laura Target_Child	come on .		KEL	laura	F	Target_Child
