NAME,ROME,UTTERANCE,COMMENT,DIRECTED,,
CHI,Geoffrey Target_Child,here you are Rachael .,%com: gives R her mittens,RAC,,
RAC,Rachel Sister,don't need them .,,CHI,,
CHI,Geoffrey Target_Child,Rachael don't need them .,,MOT,,
MOT,Mother,put your hat on .,,CHI,,
MOT,Mother,keeps your head warm xxx ear .,,CHI,,
RAC,Rachel Sister,I can put <my own> [/] my own xxx pocket (6.) .,,MOT,,
CHI,Geoffrey Target_Child,I called Daddy [= I am called Daddy] .,%com: g wearing F's hat,MOT,,
MOT,Mother,&mm ?,,CHI,,
CHI,Geoffrey Target_Child,I called Daddy .,,MOT,,
MOT,Mother,you're called Daddy are you ?,,CHI,,
CHI,Geoffrey Target_Child,yes .,,MOT,,
RAC,Rachel Sister,xxx .,,NA,,
MOT,Mother,oh Rachael I'm not talking to you .,,RAC,,
RAC,Rachel Sister,xxx .,,NA,,
MOT,Mother,Geoffrey and I are talking .,,RAC,,
RAC,Rachel Sister,xxx .,,NA,,
MOT,Mother,Geoffrey and I are talking (3.) .,,RAC,,
RAC,Rachel Sister,Mummie .,,MOT,,
MOT,Mother,xxx anything about that .,,RAC,,
MOT,Mother,that's all right .,,RAC,,
MOT,Mother,&r [!] xxx for myself (5.) .,,RAC,,
CHI,Geoffrey Target_Child,I don't want my hat on (5.) .,,CHI,,
CHI,Geoffrey Target_Child,oh no not my hat on .,,CHI,,
CHI,Geoffrey Target_Child,I don't want my hat on (4.) .,,CHI,,
MOT,Mother,xxx .,,NA,,
Location: Outside Front Door,,,,,,
Activities: Going out,,,,,,
MOT,Mother,come on then (6.) .,,RAC,,
MOT,Mother,Rachael .,,RAC,,
MOT,Mother,xxx .,,NA,,
MOT,Mother,come on then (5.) .,,RAC,,
RAC,Rachel Sister,xxx .,,NA,,
MOT,Mother,no not now .,,RAC,,
MOT,Mother,I am not [!] waiting .,,RAC,,
MOT,Mother,you have had all that time up till now (7.) .,%com: r and M talking,RAC,,
MOT,Mother,come along Geoffrey .,,CHI,,
MOT,Mother,come along Geoffrey quickly .,,CHI,,
CHI,Geoffrey Target_Child,xxx .,%com: m is delivering leaflets from a bag,NA,,
MOT,Mother,you can shut the door if she comes out .,,CHI,,
MOT,Mother,I am not waiting for her .,,CHI,,
MOT,Mother,she's had all that time .,,CHI,,
MOT,Mother,she is naughty .,,CHI,,
MOT,Mother,come on (13.) .,%com: m and G go out,CHI,,
CHI,Geoffrey Target_Child,xxx .,,NA,,
MOT,Mother,who wants a magazine ?,,CHI,,
MOT,Mother,hang on .,,CHI,,
MOT,Mother,hang on .,,CHI,,
MOT,Mother,xxx (8.) .,%com: g running,NA,,
CHI,Geoffrey Target_Child,xxx .,,NA,,
CHI,Geoffrey Target_Child,xxx .,,NA,,
CHI,Geoffrey Target_Child,the bag .,,MOT,,
CHI,Geoffrey Target_Child,the bag (8.) .,,MOT,,
CHI,Geoffrey Target_Child,I've come .,,MOT,,
CHI,Geoffrey Target_Child,I want a magazine .,,MOT,,
Location: Downstairs?,,,,,,
Activities: Free play with Rachael,,,,,,
CHI,Geoffrey Target_Child,say good boy .,%com: r has purse with money and gun caps in it,RAC,,
RAC,Rachel Sister,I don't want to .,,CHI,,
CHI,Geoffrey Target_Child,yes .,,RAC,,
CHI,Geoffrey Target_Child,and then xxx say xxx .,,RAC,,
RAC,Rachel Sister,good boy (4.) .,,CHI,,
RAC,Rachel Sister,you say good girl .,,CHI,,
CHI,Geoffrey Target_Child,good girl (4.) .,,RAC,,
CHI,Geoffrey Target_Child,xxx [>] .,,NA,,
RAC,Rachel Sister,xxx [<] get them back in shall we (3.) ?,,CHI,,
RAC,Rachel Sister,no don't get it out or I can't get it in (3.) .,,CHI,,
RAC,Rachel Sister,I'm putting them back in next .,,CHI,,
RAC,Rachel Sister,where's my money gone (2.) ?,,CHI,,
RAC,Rachel Sister,money .,,CHI,,
RAC,Rachel Sister,my money money money (8.) .,,CHI,,
CHI,Geoffrey Target_Child,what you got ?,,RAC,,
CHI,Geoffrey Target_Child,poo what is +...,,RAC,,
RAC,Rachel Sister,that smell from the caps .,,CHI,,
CHI,Geoffrey Target_Child,why ?,,RAC,,
RAC,Rachel Sister,I don't know .,,CHI,,
CHI,Geoffrey Target_Child,from Daddy's caps ?,,RAC,,
RAC,Rachel Sister,no Daddy .,,CHI,,
RAC,Rachel Sister,I I I I buyed them today didn't I ?,,CHI,,
CHI,Geoffrey Target_Child,why (5.) ?,%com: m comes in showing prospective buyers round house,RAC,,
CHI,Geoffrey Target_Child,no (4.) .,,RAC,,
CHI,Geoffrey Target_Child,I want my bunny .,,?,,
RAC,Rachel Sister,Mummie you've forgotten xxx to turn the light off .,,MOT,,
MOT,Mother,oh dear so I have (5.) .,,RAC,,
CHI,Geoffrey Target_Child,want my &bu [>] .,,?,,
RAC,Rachel Sister,xxx [<] the seesaw (14.) .,%com: m talking to buyer,?,,
CHI,Geoffrey Target_Child,I want my bunny (5.) .,,?,,
Location: Kitchen,,,,,,
Activities: Free play alone with Rachael (coloring),,,,,,
MOT,Mother,spot the different one (2.) .,,RAC,,
RAC,Rachel Sister,they've got one two three four .,%com: r picking out differences,MOT,,
RAC,Rachel Sister,and they've got one two three .,,MOT,,
MOT,Mother,oh yes .,,RAC,,
MOT,Mother,oh I didn't see that either .,,RAC,,
RAC,Rachel Sister,xxx the full stops .,,MOT,,
RAC,Rachel Sister,that's got one two three four .,,MOT,,
RAC,Rachel Sister,and that's got one two three [>] .,,MOT,,
MOT,Mother,I [<] [>] see that yes (3.) .,,RAC,,
MOT,Mother,0 [=! singing] .,,NA,,
MOT,Mother,xxx [<] [>] .,,NA,,
RAC,Rachel Sister,this [<] xxx that .,,MOT,,
MOT,Mother,whoops .,,RAC,,
MOT,Mother,falling over (3.) .,,RAC,,
RAC,Rachel Sister,now I know what color to do a snowman .,,MOT,,
MOT,Mother,what color ?,,RAC,,
RAC,Rachel Sister,white .,,MOT,,
MOT,Mother,that's right .,,RAC,,
MOT,Mother,with a nice red hat give him .,,RAC,,
MOT,Mother,or a black hat .,,RAC,,
RAC,Rachel Sister,&mm I need white .,,MOT,,
RAC,Rachel Sister,now what color ?,,MOT,,
RAC,Rachel Sister,red .,,MOT,,
MOT,Mother,red eyes .,,RAC,,
MOT,Mother,give him two little red dot eyes .,,RAC,,
MOT,Mother,look pull them out darling .,,RAC,,
MOT,Mother,till you finished them .,,RAC,,
MOT,Mother,then put them back in .,,RAC,,
MOT,Mother,otherwise you can't +...,,RAC,,
RAC,Rachel Sister,can't get them .,,MOT,,
MOT,Mother,well leave it out <then you come> [>] back .,,RAC,,
RAC,Rachel Sister,xxx [<] .,,NA,,
MOT,Mother,well I bet you've got the two halves in different places and that's why you can't finish .,,RAC,,
RAC,Rachel Sister,xxx .,,NA,,
MOT,Mother,yes you see if you don't put the brown and the brown together they both block out the +... +...,,RAC,,
CHI,Geoffrey Target_Child,can I have ?,,MOT,,
MOT,Mother,no xxx that's Rachael's (4.) .,,CHI,,
MOT,Mother,xxx .,%com: looking at pictures in book,NA,,
RAC,Rachel Sister,why .,,MOT,,
MOT,Mother,(be)cause they're not English are they (3.) ?,,RAC,,
RAC,Rachel Sister,look see the white here (2.) ?,,MOT,,
MOT,Mother,yes .,,RAC,,
CHI,Geoffrey Target_Child,why ?,,MOT,,
MOT,Mother,with a what will she have .,,RAC,,
MOT,Mother,a black walking stick (3.) ?,,RAC,,
MOT,Mother,oh and give her a different color scarf .,,RAC,,
MOT,Mother,brighten him up .,,RAC,,
MOT,Mother,xxx a red scarf .,,RAC,,
MOT,Mother,bright red scarf .,,RAC,,
MOT,Mother,red (3.) .,,RAC,,
MOT,Mother,a bright red scarf and a black hat .,,RAC,,
MOT,Mother,hey hey hey keep to the edges .,,RAC,,
RAC,Rachel Sister,I xxx .,,MOT,,
MOT,Mother,no darling you haven't .,,RAC,,
Location: Kitchen,,,,,,
Activities: Free play along crayoning,,,,,,
Situation: R writing in book,,,,,,
RAC,Rachel Sister,xxx .,,NA,,
MOT,Mother,no darling .,,RAC,,
MOT,Mother,that's it (3.) .,,RAC,,
MOT,Mother,you can't write it for school somebody's going to xxx .,,RAC,,
RAC,Rachel Sister,xxx .,,NA,,
MOT,Mother,third letter of this .,,RAC,,
MOT,Mother,now what's that ?,,RAC,,
RAC,Rachel Sister,xxx .,,NA,,
MOT,Mother,so it's a +...,,RAC,,
RAC,Rachel Sister,one .,,MOT,,
MOT,Mother,yyy ?,,NA,,
MOT,Mother,what's a yyy (3.) ?,%com: m making sound of letter,RAC,,
MOT,Mother,what's a yyy (3.) ?,,RAC,,
MOT,Mother,&-um xxx what is it a (4.) ?,,RAC,,
MOT,Mother,what is it ?,,RAC,,
MOT,Mother,a yyy ?,,RAC,,
RAC,Rachel Sister,I know .,,MOT,,
MOT,Mother,what is it then ?,,RAC,,
CHI,Geoffrey Target_Child,what ?,,MOT,,
MOT,Mother,what is a yyy ?,,RAC,,
MOT,Mother,that's an r@l.,,RAC,,
RAC,Rachel Sister,I don't know .,,MOT,,
MOT,Mother,what's a yyy (3.) ?,,RAC,,
MOT,Mother,what's it look like ?,,RAC,,
MOT,Mother,how how do you write cat (4.) ?,,RAC,,
MOT,Mother,come on (4.) .,,RAC,,
MOT,Mother,come on .,,RAC,,
CHI,Geoffrey Target_Child,xxx .,,NA,,
MOT,Mother,the letter a@l.,,RAC,,
MOT,Mother,don't write the numbers in darling .,,RAC,,
RAC,Rachel Sister,four [>] .,,MOT,,
MOT,Mother,a [<] (3.) .,,RAC,,
CHI,Geoffrey Target_Child,a zzz .,,MOT,,
RAC,Rachel Sister,four .,,MOT,,
MOT,Mother,that's a number .,,RAC,,
RAC,Rachel Sister,one two .,,MOT,,
MOT,Mother,that's numbers .,,RAC,,
CHI,Geoffrey Target_Child,xxx .,,NA,,
MOT,Mother,a@l xxx.,,RAC,,
RAC,Rachel Sister,b@l xxx.,,MOT,,
MOT,Mother,yes .,,RAC,,
RAC,Rachel Sister,c@l xxx.,,MOT,,
MOT,Mother,now say c@l.,,RAC,,
RAC,Rachel Sister,c@l xxx.,,MOT,,
MOT,Mother,or (3.) ?,,RAC,,
MOT,Mother,what's the other name ?,,RAC,,
MOT,Mother,how else do we say it ?,,RAC,,
RAC,Rachel Sister,a@l@l.,,MOT,,
MOT,Mother,yes we say cl[>].,,RAC,,
RAC,Rachel Sister,c@l[<].,,MOT,,
MOT,Mother,no .,,RAC,,
RAC,Rachel Sister,eee .,,MOT,,
MOT,Mother,c@l xxx.,,RAC,,
MOT,Mother,how do we say it ?,,RAC,,
MOT,Mother,c@l or (5.)?,,RAC,,
MOT,Mother,yyy .,,NA,,
RAC,Rachel Sister,yyy (3.) .,,NA,,
MOT,Mother,no I xxx a yyy .,,RAC,,
MOT,Mother,we want a yyy please .,,RAC,,
MOT,Mother,we want a c@l.,,RAC,,
CHI,Geoffrey Target_Child,a car ?,,MOT,,
MOT,Mother,a c@l.,,?,,
RAC,Rachel Sister,yyy .,,NA,,
MOT,Mother,c@l zzz.,,?,,
CHI,Geoffrey Target_Child,a c@l?,,MOT,,
MOT,Mother,Rachael that's another name for xxx .,,RAC,,
Location: Living Room,,,,,,
Activities: Watching TV,,,,,,
Situation: T.V singing Ride+a cock horse. R Rides their hobby horse,,,,,,
RAC,Rachel Sister,I got (25.) .,,?,,
CHI,Geoffrey Target_Child,cock horse to Banbury Cross .,%com: sings with TV,SELF,,
RAC,Rachel Sister,could you sing xxx .,,CHI,,
RAC,Rachel Sister,xxx ?,,NA,,
CHI,Geoffrey Target_Child,what .,,RAC,,
CHI,Geoffrey Target_Child,xxx .,,NA,,
RAC,Rachel Sister,xxx .,,NA,,
RAC,Rachel Sister,rings on her fingers and bells on her toes .,,SELF,,
RAC,Rachel Sister,music wherever goes (15.) .,,SELF,,
CHI,Geoffrey Target_Child,cros@wp.,,NA,,
RAC,Rachel Sister,0 [=! noise] .,%com: with TV,NA,,
CHI,Geoffrey Target_Child,goes (10.) .,,?,,
UNK,Unidentified,see that little tree by the wall ?,,?,,
UNK,Unidentified,it's a bell tree .,,?,,
CHI,Geoffrey Target_Child,bell tree (5.) .,,?,,
CHI,Geoffrey Target_Child,Looby .,%com: andy Pandy's doll Looby Loo appears,?,,
Location: Garden,,,,,,
Activities: Free Play (on tricycle),,,,,,
Situation: R riding bike and G riding trike,,,,,,
CHI,Geoffrey Target_Child,that's xxx .,,RAC,,
CHI,Geoffrey Target_Child,xxx (45.) .,,NA,,
CHI,Geoffrey Target_Child,that xxx (5.) .,,RAC,,
RAC,Rachel Sister,xxx (30.) .,,NA,,
Location: Garden,,,,,,
Activities: Free play on tricycle,,,,,,
CHI,Geoffrey Target_Child,don't do it will you ?,,RAC,,
RAC,Rachel Sister,xxx .,,NA,,
CHI,Geoffrey Target_Child,xxx (3.) .,,NA,,
CHI,Geoffrey Target_Child,that is one I need .,,RAC,,
RAC,Rachel Sister,xxx (5.) .,,NA,,
CHI,Geoffrey Target_Child,that I need (5.) .,,RAC,,
RAC,Rachel Sister,xxx .,,NA,,
RAC,Rachel Sister,shall we go in xxx (3.) ?,,CHI,,
RAC,Rachel Sister,it's a bit warmer isn't it ?,,CHI,,
RAC,Rachel Sister,I'm going in .,,CHI,,
RAC,Rachel Sister,xxx (8.) xxx .,,NA,,
Location: Garden,,,,,,
Activities: Free play with Rachael,,,,,,
Situation: G firing cap gun,,,,,,
RAC,Rachel Sister,and xxx .,,CHI,,
RAC,Rachel Sister,both hands (4.) .,%com: g firing it on R's hand,CHI,,
RAC,Rachel Sister,it's not gone yet (3.) .,,CHI,,
RAC,Rachel Sister,xxx .,,NA,,
RAC,Rachel Sister,look (5.) .,,CHI,,
CHI,Geoffrey Target_Child,one go my hand one more [= you fire one go on my hand] .,,RAC,,
RAC,Rachel Sister,all right .,,CHI,,
CHI,Geoffrey Target_Child,on my hand .,,RAC,,
RAC,Rachel Sister,you've had two .,,CHI,,
CHI,Geoffrey Target_Child,why ?,,RAC,,
RAC,Rachel Sister,xxx .,,NA,,
CHI,Geoffrey Target_Child,xxx ?,,NA,,
RAC,Rachel Sister,no xxx (4.) .,,CHI,,
CHI,Geoffrey Target_Child,no no don't .,,RAC,,
CHI,Geoffrey Target_Child,you can have it .,,RAC,,
CHI,Geoffrey Target_Child,you have it .,,RAC,,
CHI,Geoffrey Target_Child,I have two goes (h)aven't I ?,,RAC,,
CHI,Geoffrey Target_Child,(h)aven't I (5.) ?,%com: gun firing,RAC,,
CHI,Geoffrey Target_Child,bang xxx (10.) .,,RAC,,
CHI,Geoffrey Target_Child,Rachael <you give> [/] you [//] <will you give> [/] will you give me one more go ?,,RAC,,
RAC,Rachel Sister,no (3.) .,,CHI,,
CHI,Geoffrey Target_Child,wa^wa^wa@wp one little go (8.) ?,,RAC,,
CHI,Geoffrey Target_Child,can I come up xxx (5.) ?,,RAC,,
RAC,Rachel Sister,can you see that my my bike's broken ?,,CHI,,
CHI,Geoffrey Target_Child,say [= Pardon] (3.) ?,,RAC,,
Location: Garden,,,,,,
Activities: Free play with R and C,,,,,,
RAC,Rachel Sister,I found your gun .,,CHI,,
CHI,Geoffrey Target_Child,&mm .,,RAC,,
RAC,Rachel Sister,say thank_you .,,CHI,,
CHI,Geoffrey Target_Child,thank_you .,,RAC,,
CHR,Child,xxx .,,NA,,
CHI,Geoffrey Target_Child,Rachael find [= found] my gun (5.) .,,CHR,,
CHI,Geoffrey Target_Child,xxx my gun fall down .,,CHR,,
RAC,Rachel Sister,let's play here .,,CHR,,
CHR,Child,yeah let's all play here .,,CHI,,
RAC,Rachel Sister,xxx baby (2.) .,,CHI,,
CHI,Geoffrey Target_Child,xxx my +...,,?,,
CHR,Child,xxx .,,NA,,
RAC,Rachel Sister,let me xxx .,,?,,
CHI,Geoffrey Target_Child,Mummie .,,RAC,,
RAC,Rachel Sister,no we're not playing that game .,,CHI,,
CHI,Geoffrey Target_Child,I xxx +...,,RAC,,
RAC,Rachel Sister,it's not funny xxx .,%com: to C,CHR,,
RAC,Rachel Sister,it's not funny .,,CHR,,
RAC,Rachel Sister,not [!] funny [!] (20.) .,,CHR,,
RAC,Rachel Sister,0 [=! squeaks and squeals] .,%com: r and C talking in background,NA,,
CHR,Child,where did you find that ?,,?,,
CHI,Geoffrey Target_Child,my [/] my [/] can't find my gun .,,O,,
CHI,Geoffrey Target_Child,xxx I xxx (4.) .,,O,,
Location: Living Room/Kitchen,,,,,,
Activities: Watching TV,,,,,,
Situation: Watching Playschool,,,,,,
Situation: Few faint sounds of M and R in kitchen getting tea ready,,,,,,
Situation: G goes into kitchen,,,,,,
RAC,Rachel Sister,xxx .,,NA,,
MOT,Mother,go and watch your program .,%com: to G ?,CHI,,
MOT,Mother,you missed all the exciting bits (5.) .,,CHI,,
MOT,Mother,have you washed your hands ?,,CHI,,
MOT,Mother,I bet they're filthy on the ground (2.) .,,CHI,,
CHI,Geoffrey Target_Child,&mm .,,MOT,,
MOT,Mother,xxx (8.) .,,NA,,
CHI,Geoffrey Target_Child,xxx (16.) .,,NA,,
Location: Bedroom/Bathroom,,,,,,
Activities: Free play,,,,,,
RAC,Rachel Sister,I think xxx (8.) .,%com: g is shooting R with cap gun,MOT,,
MOT,Mother,off you go then .,,RAC,,
MOT,Mother,oh steady .,,RAC,,
MOT,Mother,oh .,,RAC,,
MOT,Mother,it's gone .,,RAC,,
MOT,Mother,oh it's gone .,,RAC,,
MOT,Mother,xxx .,,NA,,
MOT,Mother,oh dear .,,SELF,,
MOT,Mother,0 [=! hums] .,,NA,,
MOT,Mother,come on then .,,RAC,,
RAC,Rachel Sister,no (6.) .,,MOT,,
CHI,Geoffrey Target_Child,xxx (16.) .,%com: g firing gun . G and R giggling,NA,,
CHI,Geoffrey Target_Child,don't (5.) .,,RAC,,
RAC,Rachel Sister,no .,%com: in reply to M,MOT,,
RAC,Rachel Sister,bang I'm in the dustbin .,,?,,
MOT,Mother,what (10.) ?,%com: m turns on bath water,RAC,,
MOT,Mother,no xxx that .,,?,,
MOT,Mother,you'll make it all rusty .,%com: g putting gun in water,CHI,,
MOT,Mother,silly thing .,,CHI,,
MOT,Mother,you don't put them in the water .,,CHI,,
RAC,Rachel Sister,&=laughs .,,NA,,
MOT,Mother,I said you don't .,,CHI,,
RAC,Rachel Sister,it's cold .,%com: I . e . the water ?,MOT,,
CHI,Geoffrey Target_Child,my hands are cold .,,MOT,,
Location: Bedroom/Lounge,,,,,,
Activities: Dressing after bath,,,,,,
MOT,Mother,Rachael would you come and get some slippers on (5.) ?,,RAC,,
MOT,Mother,quickly .,,RAC,,
MOT,Mother,put them on xxx .,,RAC,,
MOT,Mother,then come down .,%com: to G ?,CHI,,
CHI,Geoffrey Target_Child,I can't <do it> [>] .,,MOT,,
MOT,Mother,<xxx > [<] xxx because xxx .,,CHI,,
CHI,Geoffrey Target_Child,no (6.) .,,MOT,,
CHI,Geoffrey Target_Child,come and xxx xxx [>] .,,MOT,,
MOT,Mother,xxx [<] (10.) .,,NA,,
MOT,Mother,xxx the shoe xxx ?,,CHI,,
MOT,Mother,xxx .,,NA,,
MOT,Mother,there we are .,,CHI,,
MOT,Mother,that's it ?,,CHI,,
MOT,Mother,all right ?,,CHI,,
MOT,Mother,now shush [= be quiet] .,,CHI,,
MOT,Mother,shush .,,CHI,,
MOT,Mother,shush (25.) .,%com: they go downstairs,CHI,,
RAC,Rachel Sister,no you xxx short ones .,,MOT,,
MOT,Mother,what short ones ?,,RAC,,
RAC,Rachel Sister,the short xxx .,,MOT,,
RAC,Rachel Sister,you you .,,MOT,,
MOT,Mother,xxx ?,,NA,,
RAC,Rachel Sister,you said last time I xxx have it on .,,MOT,,
MOT,Mother,all right but I haven't washed them .,,RAC,,
Location: Kitchen,,,,,,
Activities: Talk,,,,,,
Situation: General hubbub,,,,,,
CHI,Geoffrey Target_Child,mine .,,RAC,,
RAC,Rachel Sister,all right then (4.) .,,CHI,,
RAC,Rachel Sister,you can have that one then . .,,CHI,,
MOT,Mother,oh charming .,,?,,
CHI,Geoffrey Target_Child,I want nice one .,,RAC,,
RAC,Rachel Sister,that'll be nice .,,CHI,,
MOT,Mother,yes you are .,,CHI,,
MOT,Mother,very nice (10.) .,,CHI,,
UNK,Unidentified,xxx (1:10.) .,%com: m and F talking,NA,,
End,,,,,,
"Participants: CHI Geoffrey Target_Child , MOT Mother, FAT Father, RAC Rachel Sister, UNK Unidentified, CAT Catherine Child",,,,,,
Comment: Nil,,,,UNK Unidentified,,
Location: Kitchen,,,,,,
Activities: Climbing,,,,,,
UNK,Unidentified,nil .,,?,,
RAC,Rachel Sister,xxx .,%com: g trying to climb into his high chair,NA,,
RAC,Rachel Sister,dad said you couldn't (be)cause you weren't hurt .,,CHI,,
CHI,Geoffrey Target_Child,I want to get up (10.) .,%com: g stuck half way up into chair,RAC,,
CHI,Geoffrey Target_Child,I want in chair (6.) .,,RAC,,
RAC,Rachel Sister,you get down .,,CHI,,
RAC,Rachel Sister,just put your feet over here .,,CHI,,
RAC,Rachel Sister,just put your feet down like this .,,CHI,,
RAC,Rachel Sister,put your feet on the heater and get down .,,CHI,,
RAC,Rachel Sister,all right (15.) ?,%com: g climbs down,CHI,,
CHI,Geoffrey Target_Child,good .,,RAC,,
CHI,Geoffrey Target_Child,Dad will you help me play with this will you help me play ?,,FAT,,
CHI,Geoffrey Target_Child,I want my Dad .,,?,,
CHI,Geoffrey Target_Child,Dad will you help me play with this game ?,,FAT,,
CHI,Geoffrey Target_Child,will you help me <play with> [>] +...,,FAT,,
FAT,Father,xxx [<] .,%com: f is having his breakfast,NA,,
CHI,Geoffrey Target_Child,I want you to .,,FAT,,
FAT,Father,I've got_to go to work .,,CHI,,
FAT,Father,you xxx know that game yet .,,CHI,,
CHI,Geoffrey Target_Child,but I want you to help me .,,FAT,,
FAT,Father,I can't help you .,,CHI,,
FAT,Father,I've got_to go to work .,,CHI,,
CHI,Geoffrey Target_Child,xxx .,,NA,,
CHI,Geoffrey Target_Child,are these gone ?,,FAT,,
CHI,Geoffrey Target_Child,where are these gone ?,,FAT,,
FAT,Father,xxx in there darling .,,CHI,,
FAT,Father,sit up .,,CHI,,
FAT,Father,mummie will help you look for them (3.) .,,CHI,,
FAT,Father,xxx on the table .,,CHI,,
Location: Kitchen,,,,,,
Activities: Free Play (with Fuzzy Felt),,,,,,
CHI,Geoffrey Target_Child,I can xxx .,,MOT,,
MOT,Mother,xxx ?,,NA,,
MOT,Mother,that's right .,,CHI,,
MOT,Mother,xxx .,,NA,,
CHI,Geoffrey Target_Child,why are you throwing those away (2.) ?,%com: m sorting out fuzzy felt pieces,MOT,,
MOT,Mother,xxx huhuh .,%com: he puts one in the wrong compartment,CHI,,
MOT,Mother,look that's a letter (3.) .,,CHI,,
MOT,Mother,put the letters in there .,,CHI,,
MOT,Mother,xxx (2.) .,,NA,,
CHI,Geoffrey Target_Child,pardon ?,,MOT,,
MOT,Mother,put the numbers in there (3.) .,,CHI,,
CHI,Geoffrey Target_Child,xxx (4.) .,,NA,,
RAC,Rachel Sister,I'm making my cake (4.) .,,MOT,,
RAC,Rachel Sister,I'm making my cake <Mummy > [>] .,,MOT,,
CHI,Geoffrey Target_Child,xxx [<] in here ?,,MOT,,
MOT,Mother,hm: .,,CHI,,
CHI,Geoffrey Target_Child,why don't they <go in> [>] there ?,,MOT,,
MOT,Mother,<pardon love > [<] .,,CHI,,
RAC,Rachel Sister,I'm making my cake .,,MOT,,
CHI,Geoffrey Target_Child,Mummie .,,MOT,,
CHI,Geoffrey Target_Child,Mummie &w why do they go in there ?,,MOT,,
CHI,Geoffrey Target_Child,why do they do in here (3.) ?,,MOT,,
CHI,Geoffrey Target_Child,why do they do in .,,MOT,,
CHI,Geoffrey Target_Child,oh no .,%com: puts one in wrongly,MOT,,
MOT,Mother,well I'll tell you .,,CHI,,
RAC,Rachel Sister,xxx ?,,NA,,
MOT,Mother,&mm ?,,RAC,,
RAC,Rachel Sister,like some little shapes ?,,MOT,,
MOT,Mother,like shapes for what darling ?,,RAC,,
RAC,Rachel Sister,little things xxx plasticene xxx shapes .,,MOT,,
MOT,Mother,well can I just finish my tea ?,,RAC,,
CHI,Geoffrey Target_Child,can I do [>] +...,,MOT,,
MOT,Mother,I [<] haven't finished my breakfast .,,CHI,,
CHI,Geoffrey Target_Child,can I have a drink of lemon please ?,,MOT,,
CHI,Geoffrey Target_Child,can I have a drink of water please ?,,MOT,,
CHI,Geoffrey Target_Child,xxx (10.) .,,NA,,
CHI,Geoffrey Target_Child,those are mine there .,,?,,
CHI,Geoffrey Target_Child,now now I can color these in .,,?,,
MOT,Mother,xxx .,,NA,,
Location: Kitchen,,,,,,
Activities: Free play alone (plasticine),,,,,,
Situation: Radio on,,,,,,
CHI,Geoffrey Target_Child,xxx (35.) .,,NA,,
RAC,Rachel Sister,ay (2.) .,,CHI,,
RAC,Rachel Sister,mummie said red xxx isn't any good to me .,,CHI,,
CHI,Geoffrey Target_Child,me ?,,RAC,,
RAC,Rachel Sister,no me .,,CHI,,
RAC,Rachel Sister,xxx (3.) .,,NA,,
CHI,Geoffrey Target_Child,stop it (3.) .,,RAC,,
CHI,Geoffrey Target_Child,can I have some more blue please ?,,RAC,,
RAC,Rachel Sister,all right then (3.) .,,CHI,,
CHI,Geoffrey Target_Child,I'm not doing a egg basket (5.) . .,,RAC,,
Location: Bedroom,,,,,,
Activities: Free play alone,,,,,,
Situation: Radio on,,,,,,
Situation: R and M talking quietly in background,,,,,,
MOT,Mother,you had a lovely ride from Myrna's didn't you (10.) ?,%com: to R,RAC,,
MOT,Mother,before you got_to Myrna's didn't you xxx (40.) ?,%com: m and R talking,RAC,,
CHI,Geoffrey Target_Child,oh .,,SELF,,
MOT,Mother,I went in a shop on Saturday to get the bread for the weekend and I left all my change in the shop .,,RAC,,
MOT,Mother,I had to go back down there and and get my money (5.) .,,RAC,,
CHI,Geoffrey Target_Child,one day could I ride that ?,,MOT,,
CHI,Geoffrey Target_Child,Mummie one day would +...,,MOT,,
Location: Bedroom,,,,,,
Activities: Free play alone,,,,,,
CHI,Geoffrey Target_Child,ah (15.) .,%com: g playing Misfits game in which you make up funny bodies and legs . M surprises him,?,,
RAC,Rachel Sister,xxx .,,NA,,
MOT,Mother,Rachael there's no need to shout .,,RAC,,
RAC,Rachel Sister,but the kettle's boiling .,,MOT,,
MOT,Mother,all right (5.) .,,RAC,,
MOT,Mother,xxx I'm not xxx .,,?,,
MOT,Mother,you're hurting me [>] .,,CHI,,
CHI,Geoffrey Target_Child,I [<] can't get them off .,,MOT,,
MOT,Mother,well you ask Mummy .,,CHI,,
MOT,Mother,mummie'll help you get it off . .,,CHI,,
MOT,Mother,you don't just pull .,,CHI,,
MOT,Mother,xxx come off < xxx > [>] .,%com: m explains how to separate the pieces without brute force,CHI,,
CHI,Geoffrey Target_Child,I [<] do .,,MOT,,
CHI,Geoffrey Target_Child,Mum .,,MOT,,
CHI,Geoffrey Target_Child,<I do it like that Mum > [>] .,,MOT,,
MOT,Mother,< xxx > [<] [>] .,,NA,,
MOT,Mother,<yes but you've got_to> [<] [>] .,,CHI,,
CHI,Geoffrey Target_Child,<Mum I [!] > [<] do it like that like that .,,MOT,,
MOT,Mother,xxx just pull those off .,,CHI,,
MOT,Mother,quite easy .,,CHI,,
CHI,Geoffrey Target_Child,what's that ?,,MOT,,
MOT,Mother,that is part of a body .,,CHI,,
MOT,Mother,you've got_to find the other half (2.) .,,CHI,,
MOT,Mother,I'm going to have a sneeze . .,,CHI,,
MOT,Mother,wait a minute (5.) .,,CHI,,
MOT,Mother,gone off gone off the boil .,,CHI,,
Location: Hall/bed+room,,,,,,
Activities: Singing,,,,,,
